index,BriCond,BriLen,chainage,lat,lon,lrp,type,Object Name,distance
754,,,308.411,21.9654167,92.0625556,LRP313,Road,Road754,365.205221
233,A,22.4,308.652,21.96221386,92.06331688,LRP305a,Bridge,Bridge233,0
233,A,,308.652,21.96221386,92.06331688,LRP305a,Output@Bridge,Output@Bridge233,21.21525278
755,,,308.666,21.9620278,92.0633611,LRP313a,Road,Road755,20.45886511
756,,,308.687,21.9618611,92.0634444,LRP313b,Road,Road756,347.9646037
234,A,8.2,309.038,21.95924011,92.06527913,LRP305c,Bridge,Bridge234,0
234,A,,309.038,21.95924011,92.06527913,LRP305c,Output@Bridge,Output@Bridge234,20.81845543
757,,,309.059,21.9590833,92.0653889,LRP313c,Road,Road757,156.39366
235,A,3,309.355,21.95803216,92.06639328,LRP306a,Bridge,Bridge235,0
235,A,,309.355,21.95803216,92.06639328,LRP306a,Output@Bridge,Output@Bridge235,29.58804697
758,,,309.411,21.9578333,92.0665833,LRP314,Road,Road758,128.0904586
759,,,309.496,21.9569167,92.0673327,LRP314a,Road,Road759,540.914323
14681,B,22.3,309.971,21.95207954,92.06781381,LRP306b,Bridge,Bridge14681,0
14681,B,,309.971,21.95207954,92.06781381,LRP306b,Output@Bridge,Output@Bridge14681,52.38329004
760,,,310.017,21.9516111,92.0678604,LRP314b,Road,Road760,18.56237945
761,,,310.038,21.9514444,92.0678604,LRP314c,Road,Road761,280.5334055
762,,,310.341,21.9489441,92.0675271,LRP315,Road,Road762,399.5225354
237,A,1.4,310.723,21.94539937,92.06692866,LRP307a,Bridge,Bridge237,0
237,A,,310.723,21.94539937,92.06692866,LRP307a,Output@Bridge,Output@Bridge237,82.62380014
763,,,310.802,21.9446663,92.0668049,LRP315a,Road,Road763,518.6581907
764,,,311.341,21.940583,92.0643889,LRP316,Road,Road764,541.7637612
238,A,4.5,311.886,21.93602902,92.06254272,LRP308a,Bridge,Bridge238,0
238,A,,311.886,21.93602902,92.06254272,LRP308a,Output@Bridge,Output@Bridge238,69.584492
765,,,311.956,21.9354441,92.0623056,LRP316a,Road,Road765,179.474148
239,A,9.3,312.138,21.93394544,92.06166615,LRP308b,Bridge,Bridge239,0
239,A,,312.138,21.93394544,92.06166615,LRP308b,Output@Bridge,Output@Bridge239,70.01470958
766,,,312.209,21.9333608,92.0614167,LRP316b,Road,Road766,133.3071951
240,A,4.5,312.354,21.93230867,92.06080096,LRP309a,Bridge,Bridge240,0
240,A,,312.354,21.93230867,92.06080096,LRP309a,Output@Bridge,Output@Bridge240,11.03232963
767,,,312.366,21.9322216,92.06075,LRP317,Road,Road767,73.76473589
768,,,312.444,21.931666,92.0603611,LRP317a,Road,Road768,159.2392029
241,A,4.7,312.609,21.93038125,92.05968404,LRP309b,Bridge,Bridge241,0
241,A,,312.609,21.93038125,92.05968404,LRP309b,Output@Bridge,Output@Bridge241,95.54365483
769,,,312.708,21.9296104,92.0592778,LRP317b,Road,Road769,675.9881409
770,,,313.381,21.9235827,92.0585,LRP318,Road,Road770,644.233691
242,A,2,313.947,21.91791196,92.0597363,LRP310a,Bridge,Bridge242,0
242,A,,313.947,21.91791196,92.0597363,LRP310a,Output@Bridge,Output@Bridge242,21.6262368
771,,,313.966,21.9177216,92.0597778,LRP318a,Road,Road771,109.3864742
243,A,3,314.144,21.91675917,92.05998993,LRP310b,Bridge,Bridge243,0
243,A,,314.144,21.91675917,92.05998993,LRP310b,Output@Bridge,Output@Bridge243,76.81636198
772,,,314.269,21.9160833,92.0601389,LRP318b,Road,Road772,143.3854783
773,,,314.416,21.9148333,92.0604722,LRP319,Road,Road773,85.04579062
244,A,4,314.502,21.91407272,92.06054721,LRP311a,Bridge,Bridge244,0
244,A,,314.502,21.91407272,92.06054721,LRP311a,Output@Bridge,Output@Bridge244,135.47993
774,,,314.639,21.9128611,92.0606667,LRP319a,Road,Road774,360.7283793
245,A,9.2,315.009,21.90962291,92.06056613,LRP311b,Bridge,Bridge245,0
245,A,,315.009,21.90962291,92.06056613,LRP311b,Output@Bridge,Output@Bridge245,137.4667625
775,,,315.15,21.9083889,92.0605278,LRP319b,Road,Road775,275.1491948
776,,,315.42,21.9059444,92.0609167,LRP320,Road,Road776,310.3789889
777,,,315.728,21.9031667,92.0611667,LRP320a,Road,Road777,686.7317622
778,,,316.293,21.8969997,92.0612222,LRP321,Road,Road778,60.84254206
779,,,316.356,21.89646793,92.06108685,LRP321a,Road,Road779,622.9099054
246,A,13.64,317.001,21.89102365,92.05970108,LRP313b,Bridge,Bridge246,0
246,A,,317.001,21.89102365,92.05970108,LRP313b,Output@Bridge,Output@Bridge246,15.45205021
780,,,317.017,21.8908886,92.0596667,LRP321b,Road,Road780,281.6882742
781,,,317.299,21.8883886,92.0600833,LRP322,Road,Road781,805.8579999
247,A,9.3,318.11,21.88122152,92.05900154,LRP314a,Bridge,Bridge247,0
247,A,,318.11,21.88122152,92.05900154,LRP314a,Output@Bridge,Output@Bridge247,21.86052379
782,,,318.132,21.8810271,92.0589722,LRP322a,Road,Road782,179.7661555
783,,,318.311,21.879416,92.0590833,LRP323,Road,Road783,478.4050144
248,A,3,318.796,21.87511974,92.05910984,LRP315a,Bridge,Bridge248,0
248,A,,318.796,21.87511974,92.05910984,LRP315a,Output@Bridge,Output@Bridge248,22.68724811
784,,,318.819,21.874916,92.0591111,LRP323a,Road,Road784,491.8167962
785,,,319.32,21.8704993,92.0591389,LRP324,Road,Road785,854.167999
249,A,3,320.189,21.86283514,92.05948487,LRP316a,Bridge,Bridge249,0
249,A,,320.189,21.86283514,92.05948487,LRP316a,Output@Bridge,Output@Bridge249,37.35142181
786,,,320.227,21.8625,92.0595,LRP324a,Road,Road786,96.5701766
787,,,320.32,21.8616389,92.0596111,LRP325,Road,Road787,194.9770607
15632,C,56.2,320.513,21.85997258,92.06019071,LRP317a,Bridge,Bridge15632,0
15632,C,,320.513,21.85997258,92.06019071,LRP317a,Output@Bridge,Output@Bridge15632,29.29708985
788,,,320.542,21.8597222,92.0602778,LRP325a,Road,Road788,58.27740927
789,,,320.601,21.8592222,92.0604444,LRP325b,Road,Road789,702.7881961
251,A,14.3,321.305,21.85292879,92.06095762,LRP318a,Bridge,Bridge251,0
251,A,,321.305,21.85292879,92.06095762,LRP318a,Output@Bridge,Output@Bridge251,19.96557632
790,,,321.325,21.85275,92.0609722,LRP326,Road,Road790,15.46679367
791,,,321.346,21.8526111,92.0609722,LRP326a,Road,Road791,195.0551435
252,A,2.1,321.536,21.85085953,92.06094913,LRP318b,Bridge,Bridge252,0
252,A,,321.536,21.85085953,92.06094913,LRP318b,Output@Bridge,Output@Bridge252,40.03763476
792,,,321.575,21.8505,92.0609444,LRP326b,Road,Road792,734.0095651
793,,,322.34,21.8441386,92.0628056,LRP327,Road,Road793,153.7729892
253,A,4.5,322.5,21.84297007,92.06359846,LRP319a,Bridge,Bridge253,0
253,A,,322.5,21.84297007,92.06359846,LRP319a,Output@Bridge,Output@Bridge253,50.93738141
794,,,322.553,21.842583,92.0638611,LRP327a,Road,Road794,267.77116
254,A,3,322.823,21.84039357,92.06493255,LRP319b,Bridge,Bridge254,0
254,A,,322.823,21.84039357,92.06493255,LRP319b,Output@Bridge,Output@Bridge254,51.57082248
795,,,322.875,21.8399719,92.0651389,LRP327b,Road,Road795,471.2753363
796,,,323.357,21.8363052,92.067416,LRP328,Road,Road796,260.7163141
255,A,15.8,323.619,21.83410332,92.06827359,LRP320a,Bridge,Bridge255,0
255,A,,323.619,21.83410332,92.06827359,LRP320a,Output@Bridge,Output@Bridge255,51.74527784
797,,,323.671,21.8336663,92.0684438,LRP328a,Road,Road797,170.8104334
798,,,323.842,21.8322216,92.0689993,LRP328b,Road,Road798,517.534519
799,,,324.324,21.8280827,92.0712771,LRP329,Road,Road799,6.898677032
256,A,7.3,324.331,21.82802582,92.07130355,LRP321a,Bridge,Bridge256,0
256,A,,324.331,21.82802582,92.07130355,LRP321a,Output@Bridge,Output@Bridge256,272.0053233
15633,C,45,324.607,21.82578318,92.07234663,LRP321b,Bridge,Bridge15633,0
15633,C,,324.607,21.82578318,92.07234663,LRP321b,Output@Bridge,Output@Bridge15633,10.84080575
800,,,324.618,21.8256938,92.0723882,LRP329a,Road,Road800,49.49678382
801,,,324.666,21.8252771,92.0725549,LRP329b,Road,Road801,484.6313815
258,A,12.4,325.153,21.82114288,92.07402014,LRP321d,Bridge,Bridge258,0
258,A,,325.153,21.82114288,92.07402014,LRP321d,Output@Bridge,Output@Bridge258,29.85413393
802,,,325.183,21.8208882,92.0741104,LRP329c,Road,Road802,151.5884588
803,,,325.332,21.8195271,92.0741382,LRP330,Road,Road803,152.5219273
259,A,14,325.49,21.81816926,92.07394424,LRP322a,Bridge,Bridge259,0
259,A,,325.49,21.81816926,92.07394424,LRP322a,Output@Bridge,Output@Bridge259,22.20256111
804,,,325.513,21.8179716,92.073916,LRP330a,Road,Road804,773.625222
805,,,326.344,21.8119444,92.0776382,LRP331,Road,Road805,827.2948636
806,,,327.188,21.8045278,92.077166,LRP331a,Road,Road806,123.1227765
260,A,14,327.312,21.8034238,92.07723221,LRP323b,Bridge,Bridge260,0
260,A,,327.312,21.8034238,92.07723221,LRP323b,Output@Bridge,Output@Bridge260,31.77362022
807,,,327.344,21.8031389,92.0772493,LRP331b,Road,Road807,12.70068888
808,,,327.359,21.8030278,92.0772771,LRP331c,Road,Road808,12.3712079
809,,,327.369,21.8029167,92.0772771,LRP332,Road,Road809,978.0488252
810,,,328.362,21.7941941,92.0783882,LRP333,Road,Road810,707.6228285
261,A,20.6,329.084,21.78785401,92.07885401,LRP325a,Bridge,Bridge261,0
261,A,,329.084,21.78785401,92.07885401,LRP325a,Output@Bridge,Output@Bridge261,51.94461776
811,,,329.137,21.7873886,92.0788882,LRP333a,Road,Road811,44.0076223
262,A,21,329.181,21.78699748,92.07894932,LRP325c,Bridge,Bridge262,0
262,A,,329.181,21.78699748,92.07894932,LRP325c,Output@Bridge,Output@Bridge262,56.00970469
812,,,329.237,21.7864997,92.0790271,LRP333b,Road,Road812,133.7831184
813,,,329.375,21.7853052,92.079166,LRP334,Road,Road813,123.8392445
14682,B,14.2,329.499,21.78419533,92.07924254,LRP326a,Bridge,Bridge14682,0
14682,B,,329.499,21.78419533,92.07924254,LRP326a,Output@Bridge,Output@Bridge14682,55.92740202
814,,,329.555,21.7836941,92.0792771,LRP334a,Road,Road814,782.1057865
815,,,330.374,21.7782493,92.0840552,LRP335,Road,Road815,76.28208596
816,,,330.454,21.7776382,92.0843886,LRP335a,Road,Road816,217.3725662
817,,,330.679,21.7758049,92.0851108,LRP335b,Road,Road817,256.37798
818,,,330.874,21.7737216,92.0840552,LRP335c,Road,Road818,25.46578672
263,A,15.7,330.931,21.77353392,92.08391447,LRP327a,Bridge,Bridge263,0
263,A,,330.931,21.77353392,92.08391447,LRP327a,Output@Bridge,Output@Bridge263,34.84793629
819,,,331.009,21.7732771,92.0837219,LRP335d,Road,Road819,250.7911814
19369,D,294.15,331.259,21.77159434,92.08210995,LRP328a,Bridge,Bridge19369,0
19369,D,,331.259,21.77159434,92.08210995,LRP328a,Output@Bridge,Output@Bridge19369,43.13621418
820,,,331.302,21.7713049,92.0818327,LRP336,Road,Road820,23.61324785
821,,,331.326,21.7711938,92.0816382,LRP336a,Road,Road821,309.4421772
822,,,331.637,21.7693327,92.079416,LRP336b,Road,Road822,419.4371145
823,,,332.066,21.7664722,92.0767771,LRP336c,Road,Road823,222.7186818
824,,,332.302,21.7646389,92.075916,LRP337,Road,Road824,560.0183455
825,,,332.877,21.7596389,92.0764993,LRP337a,Road,Road825,553.279171
826,,,333.43,21.7546944,92.0770271,LRP338,Road,Road826,983.0728724
827,,,334.432,21.7466386,92.080916,LRP339,Road,Road827,744.1767605
14683,B,9.3,335.192,21.74014662,92.08262437,LRP331a,Bridge,Bridge14683,0
14683,B,,335.192,21.74014662,92.08262437,LRP331a,Output@Bridge,Output@Bridge14683,102.8140436
828,,,335.297,21.7392497,92.0828604,LRP339a,Road,Road828,83.62968439
264,A,14,335.38,21.73856292,92.08318763,LRP332a,Bridge,Bridge264,0
264,A,,335.38,21.73856292,92.08318763,LRP332a,Output@Bridge,Output@Bridge264,58.44005927
829,,,335.438,21.738083,92.0834163,LRP340,Road,Road829,49.81788302
830,,,335.489,21.7376386,92.0834719,LRP340a,Road,Road830,561.0261374
265,A,5.2,336.054,21.73260686,92.08374883,LRP332b,Bridge,Bridge265,0
265,A,,336.054,21.73260686,92.08374883,LRP332b,Output@Bridge,Output@Bridge265,114.191167
831,,,336.169,21.7315827,92.0838052,LRP340b,Road,Road831,66.24861104
15635,C,38.4,336.237,21.73098783,92.08381564,LRP332c,Bridge,Bridge15635,0
15635,C,,336.237,21.73098783,92.08381564,LRP332c,Output@Bridge,Output@Bridge15635,110.0896038
832,,,336.35,21.7299993,92.083833,LRP340c,Road,Road832,40.20920947
833,,,336.389,21.7296382,92.083833,LRP340d,Road,Road833,68.10794475
834,,,336.458,21.7290271,92.0838608,LRP341,Road,Road834,552.516724
267,A,12.6,337.019,21.72407393,92.08354415,LRP333a,Bridge,Bridge267,0
267,A,,337.019,21.72407393,92.08354415,LRP333a,Output@Bridge,Output@Bridge267,126.0644313
835,,,337.147,21.7229438,92.0834719,LRP341a,Road,Road835,159.8112978
836,,,337.31,21.7215549,92.0830827,LRP341b,Road,Road836,148.2682308
837,,,337.458,21.7204716,92.0822493,LRP342,Road,Road837,393.677995
838,,,337.878,21.7169438,92.0824993,LRP342a,Road,Road838,542.719675
839,,,338.491,21.7120833,92.0821104,LRP343,Road,Road839,348.55268
268,A,12.8,338.859,21.70925138,92.08067506,LRP335a,Bridge,Bridge268,0
268,A,,338.859,21.70925138,92.08067506,LRP335a,Output@Bridge,Output@Bridge268,150.5978746
840,,,339.018,21.7080278,92.0800549,LRP343a,Road,Road840,459.2515559
841,,,339.507,21.7040556,92.0788604,LRP344,Road,Road841,138.2660352
269,A,9.3,339.648,21.70283004,92.07864563,LRP336a,Bridge,Bridge269,0
269,A,,339.648,21.70283004,92.07864563,LRP336a,Output@Bridge,Output@Bridge269,165.7231602
842,,,339.817,21.7013611,92.0783882,LRP344a,Road,Road842,664.8128708
843,,,340.515,21.6957497,92.0805827,LRP345,Road,Road843,991.147899
844,,,341.527,21.6868608,92.0800827,LRP346,Road,Road844,990.2575065
845,,,342.527,21.678416,92.0770827,LRP347,Road,Road845,239.6253668
15636,C,58.57,342.77,21.67627929,92.07680747,LRP339a,Bridge,Bridge15636,0
15636,C,,342.77,21.67627929,92.07680747,LRP339a,Output@Bridge,Output@Bridge15636,171.5836268
846,,,342.944,21.6747493,92.0766104,LRP347a,Road,Road846,59.0404438
847,,,343.006,21.6742216,92.0765549,LRP347b,Road,Road847,236.2417623
271,A,14,343.243,21.67210496,92.07639925,LRP339c,Bridge,Bridge271,0
271,A,,343.243,21.67210496,92.07639925,LRP339c,Output@Bridge,Output@Bridge271,185.4049387
848,,,343.429,21.6704438,92.0762771,LRP347c,Road,Road848,101.6164946
849,,,343.463,21.6695549,92.0760549,LRP348,Road,Road849,81.23608781
850,,,343.559,21.6688327,92.0759438,LRP348a,Road,Road850,662.2934535
272,A,3.5,344.209,21.66294044,92.07507165,LRP340a,Bridge,Bridge272,0
272,A,,344.209,21.66294044,92.07507165,LRP340a,Output@Bridge,Output@Bridge272,118.1939615
851,,,344.325,21.6618889,92.074916,LRP348b,Road,Road851,143.3276181
852,,,344.468,21.6606111,92.0750827,LRP349,Road,Road852,62.03468631
15637,C,54.03,344.531,21.6600543,92.07510257,LRP341a,Bridge,Bridge15637,0
15637,C,,344.531,21.6600543,92.07510257,LRP341a,Output@Bridge,Output@Bridge15637,111.268565
853,,,344.644,21.6590556,92.0751382,LRP349a,Road,Road853,674.3032092
854,,,344.7,21.653,92.0751382,LRP349b,Road,Road854,193.732271
855,,,345.484,21.6518056,92.0737771,LRP350,Road,Road855,108.0524413
15639,C,60.03,345.592,21.65085607,92.07356192,LRP342a,Bridge,Bridge15639,0
15639,C,,345.592,21.65085607,92.07356192,LRP342a,Output@Bridge,Output@Bridge15639,129.0626777
856,,,345.721,21.6497219,92.0733049,LRP350a,Road,Road856,58.77158891
857,,,345.783,21.6491941,92.0733049,LRP350b,Road,Road857,12.3712079
858,,,345.801,21.649083,92.0733049,LRP350c,Road,Road858,111.1844217
274,A,4.5,345.911,21.64808476,92.07332922,LRP342c,Bridge,Bridge274,0
274,A,,345.911,21.64808476,92.07332922,LRP342c,Output@Bridge,Output@Bridge274,142.5182139
859,,,346.052,21.6468052,92.0733604,LRP350d,Road,Road859,439.451729
860,,,346.499,21.6428608,92.0732216,LRP351,Road,Road860,976.8443945
861,,,347.517,21.634833,92.0770271,LRP352,Road,Road861,987.4423526
862,,,348.545,21.6259716,92.0773882,LRP353,Road,Road862,540.2839573
14684,B,1.45,349.092,21.62253519,92.07370348,LRP345a,Bridge,Bridge14684,0
14684,B,,349.092,21.62253519,92.07370348,LRP345a,Output@Bridge,Output@Bridge14684,184.7054904
863,,,349.279,21.6213604,92.0724438,LRP353a,Road,Road863,265.4250986
864,,,349.545,21.6197771,92.0705271,LRP354,Road,Road864,209.7977421
14685,B,45.3,349.759,21.61837666,92.06917134,LRP346a,Bridge,Bridge14685,0
14685,B,,349.759,21.61837666,92.06917134,LRP346a,Output@Bridge,Output@Bridge14685,181.3679399
865,,,349.944,21.617166,92.0679993,LRP354a,Road,Road865,47.75243286
866,,,349.995,21.6167771,92.0678049,LRP354b,Road,Road866,219.2413002
867,,,350.054,21.6150556,92.0667771,LRP354c,Road,Road867,351.4399283
868,,,350.169,21.61225,92.0652222,LRP355,Road,Road868,272.3343082
869,,,350.309,21.61008683,92.06399479,LRP355a,Road,Road869,350.146125
870,,,350.489,21.6073056,92.0624167,LRP355b,Road,Road870,88.32541823
276,A,7,350.674,21.60651897,92.06230707,LRP347a,Bridge,Bridge276,0
276,A,,350.674,21.60651897,92.06230707,LRP347a,Output@Bridge,Output@Bridge276,150.8693814
277,A,5.2,350.99,21.60517531,92.06211981,LRP347b,Bridge,Bridge277,0
277,A,,350.99,21.60517531,92.06211981,LRP347b,Output@Bridge,Output@Bridge277,141.3207073
871,,,351.286,21.6039167,92.0619444,LRP356,Road,Road871,98.82126527
872,,,351.343,21.60302951,92.06192054,LRP356a,Road,Road872,494.1096516
278,A,9.3,351.628,21.59859353,92.06180124,LRP348a,Bridge,Bridge278,0
278,A,,351.628,21.59859353,92.06180124,LRP348a,Output@Bridge,Output@Bridge278,97.08810465
873,,,351.684,21.5977219,92.0617778,LRP356b,Road,Road873,187.4492506
279,A,14,352.064,21.5960737,92.06140954,LRP348b,Bridge,Bridge279,0
279,A,,352.064,21.5960737,92.06140954,LRP348b,Output@Bridge,Output@Bridge279,109.5098662
874,,,352.286,21.5951108,92.0611944,LRP357,Road,Road874,152.5519169
875,,,352.368,21.59379884,92.06161871,LRP357a,Road,Road875,507.8869705
280,A,1.4,352.641,21.58943097,92.06303135,LRP349a,Bridge,Bridge280,0
280,A,,352.641,21.58943097,92.06303135,LRP349a,Output@Bridge,Output@Bridge280,98.60091966
876,,,352.694,21.588583,92.0633056,LRP357b,Road,Road876,198.3186295
15640,C,4.5,353.162,21.5876028,92.06490479,LRP349b,Bridge,Bridge15640,0
15640,C,,353.162,21.5876028,92.06490479,LRP349b,Output@Bridge,Output@Bridge15640,15.25531796
877,,,353.198,21.5875274,92.0650278,LRP358,Road,Road877,148.46563
878,,,353.298,21.5861941,92.0650278,LRP358a,Road,Road878,152.8920135
879,,,353.466,21.584833,92.0652222,LRP358b,Road,Road879,202.4142832
281,A,2.5,353.694,21.58307413,92.06571585,LRP350a,Bridge,Bridge281,0
281,A,,353.694,21.58307413,92.06571585,LRP350a,Output@Bridge,Output@Bridge281,446.5548722
880,,,354.197,21.5791938,92.0668049,LRP359,Road,Road880,388.4947464
881,,,354.326,21.5769993,92.0697216,LRP359a,Road,Road881,307.4299709
282,A,12.4,354.739,21.57440752,92.07074467,LRP351a,Bridge,Bridge282,0
282,A,,354.739,21.57440752,92.07074467,LRP351a,Output@Bridge,Output@Bridge282,318.5963973
882,,,355.167,21.5717216,92.0718049,LRP360,Road,Road882,874.7760979
883,,,355.861,21.564,92.0702493,LRP360a,Road,Road883,119.7743371
884,,,356.187,21.5629444,92.0700271,LRP361,Road,Road884,72.93088454
283,A,9.5,356.261,21.56232017,92.06981393,LRP352a,Bridge,Bridge283,0
283,A,,356.261,21.56232017,92.06981393,LRP352a,Output@Bridge,Output@Bridge283,60.11872373
885,,,356.322,21.5618056,92.0696382,LRP361a,Road,Road885,114.5438417
886,,,356.443,21.5608333,92.0692771,LRP361b,Road,Road886,60.41699074
284,A,4.8,356.517,21.56030426,92.0691476,LRP353a,Bridge,Bridge284,0
284,A,,356.517,21.56030426,92.0691476,LRP353a,Output@Bridge,Output@Bridge284,93.07484482
285,A,7,356.631,21.55948925,92.0689481,LRP353b,Bridge,Bridge285,0
285,A,,356.631,21.55948925,92.0689481,LRP353b,Output@Bridge,Output@Bridge285,455.5772438
887,,,357.189,21.5555,92.0679716,LRP362,Road,Road887,8.571273436
287,A,46,357.264,21.55542561,92.06795032,LRP354a,Bridge,Bridge287,0
287,A,,357.264,21.55542561,92.06795032,LRP354a,Output@Bridge,Output@Bridge287,13.82832173
888,,,357.385,21.5553056,92.067916,LRP362a,Road,Road888,47.80568942
889,,,357.437,21.5548889,92.0678049,LRP362b,Road,Road889,718.4498526
890,,,357.86,21.5484719,92.0670827,LRP362c,Road,Road890,43.68598359
891,,,357.906,21.548083,92.0670271,LRP362d,Road,Road891,113.9967475
15641,C,44.6,358.03,21.54706661,92.06689538,LRP354d,Bridge,Bridge15641,0
15641,C,,358.03,21.54706661,92.06689538,LRP354d,Output@Bridge,Output@Bridge15641,54.24039194
892,,,358.089,21.546583,92.0668327,LRP363,Road,Road892,965.2473877
893,,,358.976,21.538333,92.0639722,LRP364,Road,Road893,989.7083945
894,,,359.992,21.5294993,92.0650278,LRP365,Road,Road894,133.1230257
895,,,360.025,21.5283049,92.0650833,LRP365a,Road,Road895,204.4657563
896,,,360.237,21.5264716,92.0651944,LRP365b,Road,Road896,105.7499352
289,A,14,360.345,21.52552974,92.06532522,LRP357a,Bridge,Bridge289,0
289,A,,360.345,21.52552974,92.06532522,LRP357a,Output@Bridge,Output@Bridge289,201.7082409
290,A,8,360.551,21.52373323,92.06557476,LRP357c,Bridge,Bridge290,0
290,A,,360.551,21.52373323,92.06557476,LRP357c,Output@Bridge,Output@Bridge290,29.37498994
897,,,360.581,21.5234716,92.0656111,LRP365c,Road,Road897,18.78442816
898,,,360.601,21.5233049,92.0656389,LRP365d,Road,Road898,138.0271079
899,,,360.74,21.5220827,92.0658611,LRP365e,Road,Road899,148.9790378
291,A,15.4,360.89,21.52077094,92.06614406,LRP357d,Bridge,Bridge291,0
291,A,,360.89,21.52077094,92.06614406,LRP357d,Output@Bridge,Output@Bridge291,11.91832527
900,,,360.902,21.520666,92.0661667,LRP366,Road,Road900,139.1841091
292,A,5,361.043,21.51950881,92.06667463,LRP357f,Bridge,Bridge292,0
292,A,,361.043,21.51950881,92.06667463,LRP357f,Output@Bridge,Output@Bridge292,408.6691506
901,,,361.457,21.5161111,92.068166,LRP366a,Road,Road901,290.5299399
293,A,3,361.751,21.51374197,92.06934089,LRP358a,Bridge,Bridge293,0
293,A,,361.751,21.51374197,92.06934089,LRP358a,Output@Bridge,Output@Bridge293,128.4658847
902,,,361.881,21.5126944,92.0698604,LRP366b,Road,Road902,17.7066013
903,,,361.908,21.5125556,92.0699438,LRP367,Road,Road903,254.034816
294,A,2.5,362.168,21.5104397,92.07086066,LRP358b,Bridge,Bridge294,0
294,A,,362.168,21.5104397,92.07086066,LRP358b,Output@Bridge,Output@Bridge294,246.2188534
904,,,362.42,21.5083889,92.0717493,LRP367a,Road,Road904,198.7333587
905,,,362.624,21.5069722,92.072916,LRP367b,Road,Road905,65.48769182
295,A,7.5,362.691,21.50650693,92.07330264,LRP359a,Bridge,Bridge295,0
295,A,,362.691,21.50650693,92.07330264,LRP359a,Output@Bridge,Output@Bridge295,193.5312489
296,A,12.4,362.889,21.50513194,92.07444526,LRP359b,Bridge,Bridge296,0
296,A,,362.889,21.50513194,92.07444526,LRP359b,Output@Bridge,Output@Bridge296,18.57121645
906,,,362.908,21.505,92.0745549,LRP368,Road,Road906,863.4982876
907,,,363.819,21.4974719,92.0765549,LRP368a,Road,Road907,79.08156901
908,,,363.908,21.4968608,92.0769438,LRP369,Road,Road908,51.79745153
909,,,363.956,21.4964441,92.077166,LRP369a,Road,Road909,93.45629147
297,A,14,364.056,21.49575349,92.07767859,LRP360a,Bridge,Bridge297,0
297,A,,364.056,21.49575349,92.07767859,LRP360a,Output@Bridge,Output@Bridge297,119.6242621
298,A,14.1,364.184,21.49486951,92.0783347,LRP360c,Bridge,Bridge298,0
298,A,,364.184,21.49486951,92.0783347,LRP360c,Output@Bridge,Output@Bridge298,632.7041021
910,,,364.861,21.4901941,92.0818049,LRP370,Road,Road910,900.8104619
911,,,365.847,21.4870274,92.0898052,LRP371,Road,Road911,263.2383897
912,,,366.121,21.4851386,92.091333,LRP371a,Road,Road912,695.774431
913,,,366.821,21.4793604,92.0938886,LRP372,Road,Road913,153.8109216
299,A,7.2,366.98,21.47821307,92.09471518,LRP363b,Bridge,Bridge299,0
299,A,,366.98,21.47821307,92.09471518,LRP363b,Output@Bridge,Output@Bridge299,192.5060225
914,,,367.179,21.4767771,92.0957497,LRP372a,Road,Road914,176.779123
300,A,14,367.362,21.47551645,92.09678665,LRP364a,Bridge,Bridge300,0
300,A,,367.362,21.47551645,92.09678665,LRP364a,Output@Bridge,Output@Bridge300,64.72255253
915,,,367.429,21.4750549,92.0971663,LRP372b,Road,Road915,160.7856099
301,A,3,367.6,21.47384463,92.09801259,LRP364c,Bridge,Bridge301,0
301,A,,367.6,21.47384463,92.09801259,LRP364c,Output@Bridge,Output@Bridge301,330.0348654
916,,,367.951,21.4713604,92.0997497,LRP373,Road,Road916,21.1198432
917,,,367.972,21.4712216,92.0998886,LRP373a,Road,Road917,57.86207949
918,,,368.031,21.4708049,92.1002222,LRP373b,Road,Road918,94.01747951
304,A,57.6,368.129,21.47005553,92.10064022,LRP364d,Bridge,Bridge304,0
304,A,,368.129,21.47005553,92.10064022,LRP364d,Output@Bridge,Output@Bridge304,418.283092
919,,,368.565,21.4667216,92.1025,LRP373c,Road,Road919,132.4024827
14686,B,14,368.703,21.46554153,92.10265669,LRP365a,Bridge,Bridge14686,0
14686,B,,368.703,21.46554153,92.10265669,LRP365a,Output@Bridge,Output@Bridge14686,219.7114017
920,,,368.932,21.4635833,92.1029167,LRP374,Road,Road920,797.1755967
921,,,369.901,21.4564722,92.1038056,LRP375,Road,Road921,385.3660055
922,,,370.281,21.4545,92.10075,LRP375a,Road,Road922,383.4752254
923,,,370.703,21.4512778,92.0994441,LRP375b,Road,Road923,80.3084163
305,A,9.2,370.799,21.45055694,92.09946814,LRP367a,Bridge,Bridge305,0
305,A,,370.799,21.45055694,92.09946814,LRP367a,Output@Bridge,Output@Bridge305,105.404797
924,,,370.925,21.4496108,92.0994997,LRP376,Road,Road924,15.73096699
925,,,370.982,21.4494719,92.0995274,LRP376a,Road,Road925,657.7261642
926,,,371.58,21.443833,92.1014167,LRP376b,Road,Road926,52.04966611
306,A,1.5,371.64,21.44338656,92.10126788,LRP368a,Bridge,Bridge306,0
306,A,,371.64,21.44338656,92.10126788,LRP368a,Output@Bridge,Output@Bridge306,142.2691587
927,,,371.804,21.4421663,92.1008611,LRP376c,Road,Road927,39.73826157
14687,B,58.6,371.848,21.44183897,92.10070836,LRP368c,Bridge,Bridge14687,0
