,index,road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
179,138,N1,206.3,Box Culvert,LRP208d,BAROGINDO CULVERT,2.5,A,100585,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.3,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5815086746355,91.6795390413994,interpolate
180,139,N1,206.866,Box Culvert,LRP209a,BARO-CUNDHOW BOX CULVERT,10.2,A,100586,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.866,12.3,1990.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5767930229508,91.68162274153,interpolate
181,140,N1,207.64,Box Culvert,LRP210a,PHPMORE BON CULVERT,3.0,A,100588,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.64,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5702905930578,91.6840096656198,interpolate
182,141,N1,207.913,Box Culvert,LRP210b,CHARA KANDI BOX CULVERT,8.2,A,100589,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.913,12.5,1985.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5679968064462,91.6846866604958,interpolate
183,142,N1,208.1,Box Culvert,LRP210d,R. R TEXTAIL BOX CULVERT,4.5,A,100590,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,208.1,12.2,1987.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5664212916363,91.6851826636363,interpolate
184,143,N1,209.024,Box Culvert,LRP211a,OHIDPUR BOX CULVERT,4.1,A,112536,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,209.024,12.8,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5585210862619,91.687506242492,interpolate
185,14655,N1,209.514,RCC Girder Bridge,LRP212a,BARSH BARIA BRIDGE,21.6,B,100591,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,209.514,12.9,1985.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5543319776357,91.6887963149094,interpolate
186,144,N1,210.476,Box Culvert,LRP213a,SOUTH BALSH KHALI BOX CULVERT,3.0,A,100592,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.476,12.2,1987.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5467727210909,91.6926260603636,interpolate
187,145,N1,210.776,Box Culvert,LRP213b,DOKHIN BASH-KHALI BOX CULVERT,5.2,A,100594,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.776,10.3,2000.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5444897756363,91.6941310785454,interpolate
188,146,N1,211.433,Box Culvert,LRP214a,SOTTANA MONDIR CULVERT,8.2,A,100596,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,211.433,12.6,1986.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5390300234693,91.6965452744898,interpolate
189,147,N1,212.483,Box Culvert,LRP215a,GULAM JUTE MILE BOX CULVERT,3.0,A,100598,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,212.483,12.2,2004.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5303678038461,91.7004641228571,interpolate
190,14656,N1,213.386,Arch Masonry,LRP215b,KYSTELGATE ARCH,16.3,B,100600,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,213.386,7.7,1985.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5229359167189,91.7038366163009,interpolate
191,12735,N1,214.807,RCC Girder Bridge,LRP217a,BORO KUMIRA BRIDGE,27.0,C,100603,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,214.807,7.9,1965.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5113471164122,91.7087907889313,interpolate
192,149,N1,215.467,Box Culvert,LRP218a,ROYL CIMINT GATE CULVETRT,4.5,A,100601,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,215.467,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5060220437735,91.7112848218867,interpolate
193,150,N1,216.196,RCC Girder Bridge,LRP218b,GORA MARA RCC GIRDER BRIDGE,17.6,A,100605,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,216.196,9.7,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5000858335766,91.7141504905109,interpolate
194,14657,N1,217.377,Box Culvert,LRP219a,GORA MARI BOX CULVERT,3.0,B,100606,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,217.377,12.15,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4904405976324,91.7182726733934,interpolate
195,151,N1,217.942,Box Culvert,LRP220a,BARAOWLLA BOX CULVERT,4.5,A,100607,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,217.942,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4855480068965,91.7195309517241,interpolate
196,19366,N1,218.441,RCC Girder Bridge,LRP220b,Baro Aulia,24.33,D,121352,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,218.441,12.6,1987.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4811642144766,91.7203633632516,interpolate
197,152,N1,219.427,Box Culvert,LRP221a,HATIBORI BOX CULVERT,6.0,A,100610,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,219.427,12.1,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4728530893544,91.7232633541336,interpolate
198,19367,N1,220.725,RCC Girder Bridge,LRP223a,Modonhat Bridge,24.32,D,121354,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,220.725,12.4,1986.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4624386352,91.7285307,interpolate
199,153,N1,222.357,Box Culvert,LRP224a,KODOM RASUL BOX CULVERT,3.0,A,100612,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,222.357,12.1,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4488628503871,91.7342823894358,interpolate
200,15617,N1,222.687,RCC Girder Bridge,LRP225a,SALAKHARPAD BRIDGE,26.3,C,100613,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,222.687,12.7,1984.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4460793332411,91.7353674287057,interpolate
201,154,N1,223.743,Box Culvert,LRP226a,HASNA BAD BOX CULVERT,3.0,A,100614,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,223.743,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4375035216216,91.7386659473513,interpolate
202,155,N1,224.053,RCC Girder Bridge,LRP226b,VATERIE BRIDGE,40.0,A,100615,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,224.053,18.0,1995.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4350737918918,91.7396527192432,interpolate
203,14660,N1,225.702,PC Girder Bridge,LRP228a,DHAMAKHALI BRIDGE,35.1,B,100616,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,225.702,12.6,1990.0,3.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4220415536,91.7480209792,interpolate
204,156,N1,228.029,Box Culvert,LRP230a,VATIARI CULVERT,5.0,A,100617,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.029,10.9,1996.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.4030145445,91.75657411625,interpolate
205,157,N1,228.797,Box Culvert,LRP231a,T. B HOSPITAL GATE BOX CULVERT,3.0,A,100619,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,228.797,12.1,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3963398830265,91.7582551580777,interpolate
206,158,N1,229.203,PC Girder Bridge,LRP231b,GAMMON BRIDGE,18.0,A,100618,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,229.203,20.2,1955.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3927175345622,91.7590882138248,interpolate
207,159,N1,230.13,Box Culvert,LRP232a,PAKKA MATA BOX CULVERT,3.0,A,112543,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.13,12.2,1951.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.38524588272,91.76250565776,interpolate
208,160,N1,230.921,Box Culvert,LRP233a,GLAXO BOX CULVERT,8.3,A,100620,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,230.921,12.8,1990.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3797011826666,91.7670476533333,interpolate
209,161,N1,231.966,Box Culvert,LRP234a,CORNAIL HAT BOX CULVERT,3.0,A,100621,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,231.966,31.0,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.3696841276595,91.7739258709219,interpolate
210,15618,N1,242.016,Box Culvert,LRP236a,BOALIA BOX CULVERT,4.65,C,100628,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,242.016,12.1,1983.0,1.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3599057425992,91.8522694918171,interpolate
211,14661,N1,242.898,RCC Girder Bridge,LRP238a,BAKULIA BRIDGE,14.7,B,100629,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,242.898,10.2,1995.0,1.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3522674714754,91.852622049836,interpolate
212,15619,N1,244.367,RCC Girder Bridge,LRP239a,5 No hafez bazar Bridge,39.67,C,121357,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.367,10.0,1996.0,3.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3395393508599,91.8533871579852,interpolate
213,15620,N1,244.856,RCC Girder Bridge,LRP240a,Tulatuli Bridge,40.38,C,121358,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.856,9.1,1985.0,3.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3357673216494,91.8538536927835,interpolate
214,15621,N1,244.975,RCC Girder Bridge,LRP240c,Rajakhali Bridge,49.31,C,121359,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,244.975,9.2,1985.0,3.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3349153368556,91.8533979043814,interpolate
215,15622,N1,246.02,Truss With Timber Deck,LRP241a,Hajrath Sha Amanath Satu,914.0,C,104574,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,246.02,12.4,1993.0,7.0,Chittagong,Chittagong,Chittagong,Chittagong,22.3266451369152,91.852759390139,interpolate
216,15623,N1,247.637,RCC Girder Bridge,LRP242b,SHIKALBAHA BRIDGE,11.0,C,100633,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,247.637,7.3,1982.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3129265129032,91.856181916129,interpolate
217,15624,N1,248.499,Box Culvert,LRP243b,SHIKALBAHA,15.2,C,100634,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,248.499,9.6,1981.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.306457756,91.860449028,interpolate
218,166,N1,249.04,Box Culvert,LRP244a,SOUTH MITTACHORI,3.0,A,112537,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.04,12.2,1968.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3026235524271,91.8635646970873,interpolate
219,14664,N1,249.348,Box Culvert,LRP244b,SHIKALBAHA BOX CULVERT,5.7,B,100636,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.348,7.9,1973.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3002851293515,91.8652980307167,interpolate
220,167,N1,249.674,Box Culvert,LRP244c,KADUMTOLI CULVERT,3.0,A,112542,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,249.674,12.2,1972.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2975350260563,91.866363031514,interpolate
221,168,N1,250.215,Slab Culvert,LRP245a,ISLAMPUR CULVERT,1.5,A,112541,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.215,12.1,1993.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2932366309133,91.8684360651053,interpolate
222,169,N1,250.519,Box Culvert,LRP245b,NOLBILA CULVERT,3.0,A,112538,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.519,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2916421411764,91.8702911411764,interpolate
223,170,N1,250.841,Box Culvert,LRP246a,SHIKALBAHA MORE,3.0,A,100638,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,250.841,13.4,1985.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2926079302013,91.8730201176733,interpolate
224,171,N1,251.281,Box Culvert,LRP246b,SHIKALBAHA BOX CULVERT,3.0,A,100639,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.281,13.4,1995.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2944653526717,91.876717971374,interpolate
225,15625,N1,251.538,PC Girder Bridge,LRP247a,SHIKALBAHA BRIDGE,116.5,C,100640,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,251.538,9.75,1993.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2962698699619,91.8807528022813,interpolate
226,14665,N1,252.506,Box Culvert,LRP248a,SHANTERHAT CULVERT,3.0,B,100641,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,252.506,12.15,1987.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2988369230769,91.8873512822898,interpolate
227,14666,N1,253.777,Box Culvert,LRP249a,SHANTERHAT BOX CULVERT,3.1,B,100642,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,253.777,12.2,1978.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3021025781938,91.8992582823788,interpolate
228,173,N1,254.333,Box Culvert,LRP250a,KUSUMPUR BOX CULVERT,3.0,A,100643,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,254.333,12.15,1987.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3035365502293,91.9044227217889,interpolate
229,14667,N1,255.505,Box Culvert,LRP251a,MUNSHA BOX CULVERT(L),10.8,B,100644,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,255.505,10.75,1986.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.3083189877358,91.9142153009434,interpolate
230,175,N1,256.378,Box Culvert,LRP252a,MONSHA CULVERT,3.0,A,100647,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.378,12.2,1983.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3137546831094,91.9203176378118,interpolate
231,176,N1,256.89,Box Culvert,LRP252c,UTTOR SONAPUR,3.0,A,112539,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,256.89,10.3,1999.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3157468089473,91.9243524131578,interpolate
232,177,N1,257.94,Steel Beam & RCC Slab,LRP253a,Pirol,5.3,A,100728,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,257.94,7.0,1966.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3137565607999,91.9339832312,interpolate
233,178,N1,259.795,Box Culvert,LRP255a,UZIRPUR HIGH SCHOOL,3.0,A,100685,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,259.795,10.3,1974.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.3084394099236,91.9483886979643,interpolate
234,15626,N1,262.116,PC Girder Bridge,LRP257a,PATIYA BRIDGE,50.8,C,100648,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,262.116,8.5,1977.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.3006016043999,91.9658457726,interpolate
235,179,N1,264.369,Box Culvert,LRP260a,PALYA BUS STATION,12.4,A,100666,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,264.369,12.7,1978.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2911451997412,91.9833668252263,interpolate
236,15627,N1,265.483,PC Girder Bridge,LRP261a,SRIMI BRIDGE,60.5,C,100663,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,265.483,9.85,1992.0,5.0,Chittagong,Chittagong,Dohazari,Patiya,22.2859320161666,91.992309198,interpolate
237,14670,N1,266.424,Box Culvert,LRP262a,KOMOLMUNSHE HAT BOX CULVERT,14.0,B,100651,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,266.424,8.6,1978.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2811424692972,91.9995571696216,interpolate
238,180,N1,267.818,Box Culvert,LRP263b,KHORNA CULVERT,3.0,A,100650,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,267.818,12.2,1985.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2710895749999,92.00559725,interpolate
239,15628,N1,268.954,RCC Girder Bridge,LRP264a,KHORNA BVS STATION,14.8,C,100668,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,268.954,7.8,1979.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2611613745967,92.0073035838709,interpolate
240,15629,N1,269.199,Box Culvert,LRP264c,AJIMPUR CUL,9.8,C,100671,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.199,7.4,1982.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2590515857142,92.0081111238095,interpolate
241,181,N1,269.721,Box Culvert,LRP265a,MOJAFFARABAD,9.2,A,100672,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.721,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2549374824626,92.0103021287313,interpolate
242,182,N1,269.99,Box Culvert,LRP265b,MOJAFFORABAD BOX CULVERT,6.0,A,100653,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,269.99,12.2,1978.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2531199613981,92.0119718729483,interpolate
243,183,N1,270.642,Box Culvert,LRP267a,MOJAFFORABAD,9.4,A,100652,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,270.642,12.2,1986.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2487130149162,92.0158341025875,interpolate
244,184,N1,271.89,Box Culvert,LRP268a,ROWSONAT CUL,14.0,A,100674,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,271.89,12.6,1991.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.24038615762,92.0217918336116,interpolate
245,185,N1,272.356,Box Culvert,LRP268b,KANCHANAGAR CUL,14.0,A,100676,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,272.356,10.3,1978.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2366345532374,92.0232647489208,interpolate
246,14673,N1,273.008,Steel Beam & RCC Slab,LRP269a,KHANCHANAGAR BADAMTOLA,12.6,B,100678,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.008,6.8,1956.0,1.0,Chittagong,Chittagong,Dohazari,Patiya,22.2314978226851,92.0249656611111,interpolate
247,14674,N1,273.443,Box Culvert,LRP269c,NORTH JOARA PAKKAR DOKAN,9.4,B,100683,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.443,8.55,1979.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2260608528604,92.0264650356979,interpolate
248,186,N1,273.878,Box Culvert,LRP270a,GASBAREA BOX CULVERT,14.0,A,100654,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,273.878,12.1,1991.0,3.0,Chittagong,Chittagong,Dohazari,Patiya,22.2222719897959,92.0273785979591,interpolate
249,187,N1,274.66,Box Culvert,LRP271a,GASBAREA COLLEGE BOX CULVERT,9.2,A,100655,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,274.66,9.7,1985.0,2.0,Chittagong,Chittagong,Dohazari,Patiya,22.2155873504854,92.0290230394174,interpolate
250,19368,N1,275.943,RCC Girder Bridge,LRP272a,Mazar Point Bridge,50.8,D,121100,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,275.943,6.7,1965.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,22.2071026538461,92.03633246993,interpolate
251,14675,N1,276.281,Box Culvert,LRP272c,KHOLGHAR CUL,9.2,B,100660,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,276.281,7.4,1978.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.2049837597806,92.0383312340036,interpolate
252,14676,N1,280.299,Box Culvert,LRP276a,NOYARHAT,12.3,B,100657,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,280.299,9.6,1982.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1739178955307,92.0532925435754,interpolate
253,15631,N1,282.994,RCC Girder Bridge,LRP279a,SANGO BRIDGE DOMAJAR,211.3,C,100692,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,282.994,7.2,1960.0,5.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1586272806451,92.0682063096774,interpolate
254,188,N1,284.134,Box Culvert,LRP280a,KATGOR CULVERT,9.2,A,100696,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,284.134,11.6,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1498523145631,92.0696330718446,interpolate
255,189,N1,285.58,Box Culvert,LRP282a,MOULOVER DOKAN,12.4,A,100725,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,285.58,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1369522329341,92.0699301281437,interpolate
256,190,N1,286.08,Box Culvert,LRP282c,PATATR PULL CULVERT,15.4,A,100700,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.08,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1325208428571,92.0701565366459,interpolate
257,192,N1,286.378,PC Girder Bridge,LRP282e,PATANER PULL(BRIDGE),34.6,A,100716,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.378,11.4,1980.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1299160285714,92.0706024714285,interpolate
258,194,N1,286.631,RCC Girder Bridge,LRP283a,NOYAKHALAR MUK,28.0,A,100714,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,286.631,11.6,1978.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1277338010309,92.0710012276288,interpolate
259,195,N1,287.144,Box Culvert,LRP283c,NOYAKHALARMUK,15.4,A,100721,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,287.144,10.3,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1230775989717,92.071701048329,interpolate
260,196,N1,287.487,Box Culvert,LRP283d,NOYA KHALAR MUK (KARANIERHAT) BOX CULVERT,20.4,A,100718,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,287.487,12.6,1994.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1204875006655,92.0719705134775,interpolate
261,197,N1,288.329,Box Culvert,LRP284a,KARANERHAT CULVERT,5.0,A,100711,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,288.329,12.3,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.1133524851063,92.0726869042553,interpolate
262,198,N1,289.889,Box Culvert,LRP286b,KARANERHAT CULVERT,7.2,A,100709,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,289.889,12.2,1994.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.09827857,92.074800422,interpolate
263,199,N1,290.719,Box Culvert,LRP287a,KOACHIA(MADARBHI),11.2,A,100707,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,290.719,11.6,1994.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0935775004504,92.0805047995495,interpolate
264,200,N1,292.426,Box Culvert,LRP288a,MITADIGI ACADEMY,2.0,A,100706,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,292.426,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0840668315789,92.093196937799,interpolate
265,201,N1,293.134,Box Culvert,LRP289a,MITADIGI,12.6,A,100703,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,293.134,11.6,1993.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,22.080520608,92.0984855314285,interpolate
266,14678,N1,294.534,RCC Girder Bridge,LRP291a,Raj Ghata Bridge,30.3,B,121107,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.534,11.6,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0695600813559,92.1042754237288,interpolate
267,203,N1,294.77,Box Culvert,LRP291c,THAKUR DIGI BOX CULVERT,2.0,A,100702,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,294.77,12.2,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0679099558303,92.1055530035335,interpolate
268,205,N1,295.295,PC Girder Bridge,LRP291d,KHORIANAGAR BRIDGE,38.8,A,100704,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.295,11.6,1993.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0637567157894,92.1071061094736,interpolate
269,206,N1,295.625,Box Culvert,LRP292a,NOYA PARA BOX CULVERT,2.5,A,100705,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,295.625,12.2,1991.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,22.06088615,92.10773337,interpolate
270,207,N1,296.135,Box Culvert,LRP292b,PODUA NOYA PARA BOX CULVERT,8.2,A,100717,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,296.135,12.2,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,22.0565051155339,92.1090854592233,interpolate
